,Unnamed: 0.1,Unnamed: 0,transcription,recognized,phonetic_ev,new_path,lang
1771,1771,2444,əńīməńīmpowarďafkī,nimpojɲimpoːːɻd̪jakːi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2444.wav,evn
1772,1772,2445,powardūəpettamafkīl,ɾʈuʋeʈ̪ːam,0.6027164685908319,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2445.wav,evn
1773,1773,2446,hōhəgdīhawatarpowarďakīt,djaaːʋaːːǃapoːɾdeki,0.4341397849462365,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2446.wav,evn
1774,1774,2447,biəńīndūjiahatkanbiŋəhijibələďəŋkīwtadū,joɲiǃaːǃampoioɭtaŋkipːat̪u,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2447.wav,evn
1775,1775,2448,əńijānunluhugirkūďaŋkīfhujukūnbiŋəhijiahatkanbiŋəhiji,joʈǃoǃǃuɲaŋkiʋjuǃǃejæǃaǃ,0.5754716981132075,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2448.wav,evn
1776,1776,2449,huwulbənəńīmōninoďaŋkīn,ːmoːlinoːjeŋ,0.6065918653576438,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2449.wav,evn
1777,1777,2450,oldolwoadiliśifkīəńīmbisōnďawit,owɑːde̞geseɸkiːpuɲpisɑŋndæi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2450.wav,evn
1778,1778,2452,hawalďarīlbəjəlhōtďəmūfkīl,ʋajjaɖiojemaːtekːi,0.4330024813895782,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2452.wav,evn
1779,1779,2455,safhosōdan,ǃsoːtan,0.5080645161290323,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2455.wav,evn
1780,1780,2456,tə̄litarsafhostūəpethōthawalčānamī,litaɬɔkːoːstuɨtoːtawaliɕt͡ɕamnami,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2456.wav,evn
1781,1781,2457,tarawətatigattənhuwulwənbultādū,loʈɑʈːigaːɑnponputaːǃ,0.4177939646201873,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2457.wav,evn
1782,1782,2458,oldolbohərukifkīōdanakīm,ɾokiɸkioːtänäkin,0.4583333333333333,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2458.wav,evn
1783,1783,2459,bəjiŋōwədaəŋkīnhularəminniakīmtarə,ojuʈaukːinɭaːɾumijaːkint̪areː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2459.wav,evn
1784,1784,2460,bultawədāəŋkīnhularə,ut̪ːaːʋad̪aːːʋukinu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2460.wav,evn
1785,1785,2461,hōthōkətəwəbultawəbultaŋkīn,oːkatauuçtaːustaŋkin,0.4193548387096775,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2461.wav,evn
1786,1786,2463,minniamīmbiśōngərbīnojogirhristoforvasiljəvič,minːjamintisɑtɑrtinnɑjoːkuǃstsil,0.3860215053763441,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2463.wav,evn
1787,1787,2464,nəkuninbiśōntarəjəgorvasiljəvič,kunimbisaŋtɑrioːɾäsiʋiǃ,0.336108220603538,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2464.wav,evn
1788,1788,2466,huŋtukiwəōhawəbūŋnə mdaōhalbamə̄nŋīďafkītəγətťənə,tokiopnund̪aɲiːjäkːitagaken,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2466.wav,evn
1789,1789,2467,tarhələminŋīamīmtuγińďiśōn,roːʋinjaʋinduinde̞s,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2467.wav,evn
1790,1790,2468,tarilbatarahaltūrūmďəŋkītin,pɑtɑratujokiǃin,0.4994026284348865,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2468.wav,evn
1791,1791,2469,əńīəpettūrūmďəŋkīn,joǃetukewkin,0.4973118279569892,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2469.wav,evn
1792,1792,2472,amakannuŋanmənuśitťanińŋəhīji,mǃanoːnmɑnsiǃaitaʋi,0.4332591768631813,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2472.wav,evn
1793,1793,2473,taramakagisinmiəpetribakhəgdə,ɾmagaːɲisiǃmjetetenʋaːkutːe,0.274749721913237,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2473.wav,evn
1794,1794,2474,oldolboluhuaďilitt’awkīďuγanīwatuganīwa,ad̪iljaǃːiːtʋaniʋapuːliʋa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2474.wav,evn
1795,1795,2475,taraďililəmindūtəōfkītətiwufkī,araːd̪elilamint̪utaoːpːit̪ad̪im,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2475.wav,evn
1796,1796,2476,tuγińďərəwhələəhikōkōn,ig,0.9105571847507332,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2476.wav,evn
1797,1797,2477,targūńifkīlďəlīləkuroldonajamamatadu,quokːijejjeʋuotnɑja,0.5206093189964158,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2477.wav,evn
1798,1798,2478,ďəlīlbirə ,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2478.wav,evn
1799,1799,2479,huwulinoldoajabirən,ɔtjadj,0.7054329371816638,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2479.wav,evn
1800,1800,2480,taduəmənmusəmətčoltarlusaŋilbar,ado̞siwwat͡ɕätiluːsiɲ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2480.wav,evn
1801,1801,2481,aŋiaŋitənōduγatčabiraďapkadūn,aŋgitɨnɔːtuwaǃɛtird͡ʑakːɑp,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2481.wav,evn
1802,1802,2483,dililgalininŋaktalgalinhuwulinhōśītā,id̪aliniɲatadaliinǃuǃ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2483.wav,evn
1803,1803,2484,ərəgərithəkərgəkonəməməśotarŋinakin,d͡ʑɔggɔɔsatɲin,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2484.wav,evn
1804,1804,2485,gorowōnulgiśol,ǃvisä,0.6981566820276497,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2485.wav,evn
1805,1805,2486,ŋinakintinəməhilďiśaaŋə,inakinte̞no̞o̞ite̞sä,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2486.wav,evn
1806,1806,2487,ŋinakinmərəmərəkinuruśōl,nakiǃkiːsa,0.6516129032258065,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2487.wav,evn
1807,1807,2488,hōŋinakinbiśo,nakinnis,0.401985111662531,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2488.wav,evn
1808,1808,2489,amaskītargasirŋinakirbiśol,kiːǃɑǃjɑsiiniǃi,0.4429280397022332,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2489.wav,evn
1809,1809,2490,bəjəwəəlbatťəŋol,j,0.9375,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2490.wav,evn
1810,1810,2491,tarəmərə əlā,ǃarʋu,0.6061827956989246,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2491.wav,evn
1811,1811,2492,ədūzarplatəltinəməśol,bteǃnǃ,0.7258064516129032,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2492.wav,evn
1812,1812,2493,ujədūuŋčolturuduk,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2493.wav,evn
1813,1813,2494,tarďugan’bolosolānəmərə ərəgəritəlā,juǃǃoːǃ,0.8142857142857143,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2494.wav,evn
1814,1814,2497,s’irindalāəmərəwdabiəduəmonmə m,iʈʈtɑʋijodoː,0.6378772112382934,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2497.wav,evn
1815,1815,2499,əbəkōdūjiəmonmə mədū,duj,0.85,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2499.wav,evn
1816,1816,2500,əńijaəpethuruwrə ,uɲijaːʋaʈu,0.5047438330170778,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2500.wav,evn
1817,1817,2501,əśīntarahimaršrutinəśīnmanawurabiso,ǃoːtinǃǃidiǃa,0.6442396313364056,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2501.wav,evn
1818,1818,2502,ərtikīkunhuruwrə lupūlə,ʈiǃi,0.8359046283309958,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2502.wav,evn
1819,1819,2504,hōhəgdihawabiśōntar,d͡ʑawbɨʑaǃa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2504.wav,evn
1820,1820,2505,bəjəlhagdilbəjəlbəgəgāŋkītintarkajurdū,tiojʋǃǃiint̪agaju,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2505.wav,evn
1821,1821,2506,ilmaktalbaəfkīlhawalifkanəbis’ōtintōli,ʋaǃiǃaajaǃǃaːʋiɬaǃinǃ,0.5131578947368421,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2506.wav,evn
1822,1822,2507,ilmaktalkadundəwəəsəlajathārə,ǃǃaǃudoːǃaǃeːǃ,0.5756395995550613,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2507.wav,evn
1823,1823,2509,hōtuwažaśiŋkītinamīwəgeologiltarə,toɻaːfiŋkit̪innaiːajo,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2509.wav,evn
1824,1824,2510,dukudukuwurbadukuŋkītinməskwadukəγikondo,ʋaːɻʈaoŋkiʈinmatpaʋaːtaoʋiːklt̪,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2510.wav,evn
1825,1825,2516,kislokantikiəməŋkīw,djo̞mo̞gjɛw,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2516.wav,evn
1826,1826,2518,buorolorwunďəfkittykīwun,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2518.wav,evn
1827,1827,2519,narottəhōtďəmūďəŋkītin,n,0.9545454545454546,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2519.wav,evn
1828,1828,2520,hāltinbəjəlgirkuďarīlkartiškahinīŋkītin,ǃuǃǃ,0.9032258064516128,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2520.wav,evn
1829,1829,2521,targurustūgirkuďarīl,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2521.wav,evn
1830,1830,2522,kartiškatiďəptiləkonətinbūpkīl,ǃǃoǃ,0.8698924731182794,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2522.wav,evn
1831,1831,2524,ďandukďuldohələkəŋənəďəŋō̄tin,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2524.wav,evn
1832,1832,2525,ahaldaə̄nəhawalďafkīl,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2525.wav,evn
1833,1833,2527,ə̄ďafkīlhawalďafkīl,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2527.wav,evn
1834,1834,2528,tugńəkənətuγibitətarhagdihəli mhəgdihəli m,d,0.9761904761904762,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2528.wav,evn
1835,1835,2529,akimnəaləńivottūhawalďasānpawəlnikolajiš’,ʈijuʋʈ̪aʋiǃajǃ,0.6896144767899292,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2529.wav,evn
1836,1836,2530,tariŋīwminiminəbūrən,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2530.wav,evn
1837,1837,2531,ədūārīrənədukəpastukilkəlgunnə,p,0.9666666666666668,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2531.wav,evn
1838,1838,2533,gulušnəmmihajilpawlyš’biš'ōnhəgdidoktur,ǃǃt,0.9263854425144746,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2533.wav,evn
1839,1839,2534,kannuŋanōfkanďiŋkīnərnawəhinawəhilwə,ǃ,0.9747166521360068,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2534.wav,evn
1840,1840,2536,targunəntəďō,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2536.wav,evn
1841,1841,2537,orondūmajə̄kunbinhinńənado,pǃn,0.890818858560794,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2537.wav,evn
1842,1842,2538,ilodoisťəŋāt,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2538.wav,evn
1843,1843,2539,əkumajədabultājibultāďəŋātoronďihurumī,ǃaǃ̪aǃǃːǃi,0.7461799660441425,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2539.wav,evn
1844,1844,2540,iilodoŋənəďəŋōsoronďi,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2540.wav,evn
1845,1845,2543,amīmgūšōn,amiɡuːɕaːn,0.3129032258064516,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2543.wav,evn
1846,1846,2544,ahatawettulāhurukələdū,agat̪aʋetːrulaːʋuɻukalad̪oː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2544.wav,evn
1847,1847,2545,ədūhawalild’əŋās,oduaːʋalejjagaː,0.344758064516129,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2545.wav,evn
1848,1848,2546,jakutskajdulāriktaumūkōnmestobirən,jekuʃeɖulaːɾit̪ːaumuhoːnmeɻt̪ːaʋeru,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2546.wav,evn
1849,1849,2547,talāŋənə mdā̄,kalaːganumt̪aː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2547.wav,evn
1850,1850,2549,tarəmamanakānəmhələəmmu mńəkəŋdəlāəlāwər,tarammanakaːnemilaamuːmɲekud̪alaːlaːʋ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2549.wav,evn
1851,1851,2550,ədūdāhawalil imzaat'ehń’iktubinə,oɾiːdahawalelimdat͡ɕeːkɲifpyʋinæ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2550.wav,evn
1852,1852,2551,tadukmuśu m,ʃi,0.8431085043988271,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2551.wav,evn
1853,1853,2552,amīmtōlībusləlčōbis’ōn,ǃɔufyd͡ʑand͡ʑ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2552.wav,evn
1854,1854,2553,əńīməaśinōśan,aːǃǃoǃa,0.5347394540942928,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2553.wav,evn
1855,1855,2554,buśōndiγinklastūučitŋahīdūw,ɕɔd͡ʑɯːgɔjästut͡ɕi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2554.wav,evn
1856,1856,2556,d’apkund’arnadiśidūnəməsōw,jɑkːundjɑnatiɕitnsɑ,0.3852357320099256,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2556.wav,evn
1857,1857,2559,tuγənīwətaγīktarawunmartəldulā,niʋat̪ajt̪ːaɾaʋǃmaːt̪aǃua,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2559.wav,evn
1858,1858,2560,martəldūtuγəd’andukpərhələtərləŋkolduk,maːt̪ud̪ont̪uːrjɑnǃtǃoǃɑ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2560.wav,evn
1859,1859,2561,targitlərhindakittikintadūbirənamūtgitlərhindakiśingərbīśī,ǃtǃǃtǃtǃ,0.8654060066740822,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2561.wav,evn
1860,1860,2562,taduktast’awunńamad’iəŋnəkōnməhujukōriktəlwə,äduktäɕit͡ɕäo̞mjämäjɯminäkäɾmɯo̞ːgäːɾi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2562.wav,evn
1861,1861,2563,ətōlibiśōnədūstado,tolibisɔnudustaːd,0.366723259762309,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2563.wav,evn
1862,1862,2565,tərəŋnəkōrwənuŋardulātintasťasāwunohotnikildūbuttotinbultāmnil'dū,kɾtɯlätɯntäsːe̞säːägo̞dɯd͡ʑtätt,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2565.wav,evn
1863,1863,2566,əhikōnturudūbid’ərən,kod,0.85,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2566.wav,evn
1864,1864,2567,irəmōhis’ōndohutəldəlōjī,rumaːɬad,0.685483870967742,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2567.wav,evn
1865,1865,2568,tādūdabid’ərənbolnitsəldulāhukulōhiśo,ɬutaǃulɬɔ,0.7654751525719267,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2568.wav,evn
1866,1866,2569,nuvotahilasalaftarhutəlwibaldilda ,ɑjɯːgæsäːːtɑjuːtitibɑt,0.5298861480075902,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2569.wav,evn
1867,1867,2570,kešawbaldirən,eːsupaeru,0.4491315136476427,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2570.wav,evn
1868,1868,2572,tadukhujidiγifahatkanŋifd’uγabald’iranWalagərbīśi,ujgiaːʈːannujuːapat̪ːiɾaʋaːɻ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2572.wav,evn
1869,1869,2573,votədūtəińd’ə məd’urd’araŋańīwajəkəŋdədū,ǃututijujyʈǃærganiwɛ,0.5306451612903226,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2573.wav,evn
1870,1870,2574,nononaŋīnkīfńəŋńəńītmōləojonmunōŋkīf,nɑmnngismo̞ːdæo̞jo̞mo̞no̞ŋgi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2574.wav,evn
1871,1871,2576,sawhostūhawalčawdiγinaŋanīwə,gägːo̞ːso̞ːgɻt͡ɕäwd̪iːnaŋgɲw,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2576.wav,evn
1872,1872,2578,tarəə̄ďūrńəhamāhəlďūrhārgilbiśol,ːjoːjoːǃgiǃǃyçoː,0.5705645161290324,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2578.wav,evn
1873,1873,2579,gūśolbiśolbəjə,liçjoːbjǃ,0.4873271889400922,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2579.wav,evn
1874,1874,2580,targēďərewńəďūrďərewńəlbiśoliďūrhārgil,geːd͡ʒrɬuːɬiluuɬoǃ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2580.wav,evn
1875,1875,2581,gēbəjəgēhārgigūśo,gepojǃeːgiǃ,0.3880455407969639,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2581.wav,evn
1876,1876,2582,targētkīďərewńətkīŋənəktə,ǃeeǃǃeǃ,0.7303225806451613,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2582.wav,evn
1877,1877,2583,higētkīńəkəkəl,çːgeːkinagoko,0.3341013824884793,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2583.wav,evn
1878,1878,2584,tarustawatintadumanaγāt,ǃːkinǃabuː,0.6262272089761571,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2584.wav,evn
1879,1879,2585,ŋinakinadāəγōthularə,eǃakeǃadaǃo,0.4693548387096774,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2585.wav,evn
1880,1880,2586,ustawatintə̄manaγāt,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2586.wav,evn
1881,1881,2589,tariŋinətōmhinčəgūnifkī,k,0.9579242636746144,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2589.wav,evn
1882,1882,2590,tadukopetatuwkī,kgeɳt̪uǃ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2590.wav,evn
1883,1883,2591,tadukpərgēwsalēsaldā,bjɛsɔdɛːsɔd,0.5099846390168971,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2591.wav,evn
1884,1884,2592,tariŋitinmūdūēkunnunməlmōrsaldɨďərən,egego,0.8683522231909327,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2592.wav,evn
1885,1885,2593,kuhīkōtčərən,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2593.wav,evn
1886,1886,2594,tugdōkuhīkōśimnīnbuśo,ojugoːɕimbjinbusoː,0.3172043010752688,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2594.wav,evn
1887,1887,2595,gilhamānaśir,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2595.wav,evn
1888,1888,2596,tadukpərtarďərəwńəəmonmuso,ge,0.9274193548387096,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2596.wav,evn
1889,1889,2597,hiγi mnuŋanmanəmə̄ni m,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2597.wav,evn
1890,1890,2599,bińāntuksasini mz'imowjotki,ǃjatuɬsj,0.7350230414746545,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2599.wav,evn
1891,1891,2600,tozəfkawaga mi,oǃǃoːǃa,0.565668202764977,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2600.wav,evn
1892,1892,2603,patombl'iskaasara jolk'i,sǃsːːjoŋ,0.6881720430107526,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2603.wav,evn
1893,1893,2605,tarəjəsəkarawu,ǃa,0.8594470046082948,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2605.wav,evn
1894,1894,2606,mə̄ninsururənədɨlāwi,ʋaːnendruːɻunod̪iʋa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2606.wav,evn
1895,1895,2607,ďūjahawalďapkīl,juːjɑnǃǃ,0.5172043010752688,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2607.wav,evn
1896,1896,2608,hawalləətərə də̄,ʋalnateɾta,0.4193548387096774,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2608.wav,evn
1897,1897,2609,čajtɨnāγātmātaldulā,ajt̪ːanaʋamata,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2609.wav,evn
1898,1898,2610,kuŋakanməjəsəičətčəp,mäiǃeiǃe,0.6241935483870968,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2610.wav,evn
1899,1899,2612,opetəjə̄rən,peːjojiru,0.4017595307917888,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2612.wav,evn
1900,1900,2614,ojmanawrannimŋakān,ojmaɳaukana,0.4112903225806452,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2614.wav,evn
1901,1901,2615,ďawdūwaruγra da,d͡ʑædːwäɾuɬet,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2615.wav,evn
1902,1902,2617,kakrasdolbosururə ,agaɾast̪ɔmumbwa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2617.wav,evn
1903,1903,2618,aśītarikōďəďən,äɕitɯɯigo̞i,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2618.wav,evn
1904,1904,2621,əjə̄kīəjə̄stə ,o̞jäːkio̞jäː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2621.wav,evn
1905,1905,2622,mučurə də̄əjə̄śinimnədə̄oj,muçuːɾädäo̞jäːsiɲimne̞ːto̞ː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2622.wav,evn
1906,1906,2625,abdunmabakaran,ǃ,0.9331797235023042,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2625.wav,evn
1907,1907,2626,əmərənigunən,diquːnu,0.5524193548387096,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2626.wav,evn
1908,1908,2627,suruwōtsuruwōtaŋəabdundulā,ɬoroɑsunowɑoɑdunduː,0.3678660049627791,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2627.wav,evn
1909,1909,2628,suruwōtabdundulā,ǃoːʋat̪aǃund̪oː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2628.wav,evn
1910,1910,2629,rasačinńiulləńiolloačin,saːɬjuːjoː,0.6402524544179523,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2629.wav,evn
1911,1911,2630,ətɨrkōmgunəpkī,t̪ukːɑmuːjetːi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2630.wav,evn
1912,1912,2631,tuγətuγəďətuγətuγəokallu,̪uːjepuːjed͡ʑentuːjetuːjeuːka,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2631.wav,evn
1913,1913,2632,tuγətuγətālāmōlwənōkəllutālā,pujetːujet̪ːɑʋmoːːʋɑnaːǃoʋt̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2632.wav,evn
1914,1914,2634,bikəčo,ʋiǃajo,0.1263440860215053,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2634.wav,evn
1915,1915,2637,wertolotdəgďərən,jet̪ːalʋt̪ːatːeʋ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2637.wav,evn
1916,1916,2638,aətɨrkōmgunďən,ǃekoguje,0.4896313364055299,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2638.wav,evn
1917,1917,2639,əčəwertolotbirə,mud͡ʑɛvjɛtajoːbi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2639.wav,evn
1918,1918,2640,tarəčaŋitjūllənabdundukki,taɾeǃamidjuabuto,0.3883870967741935,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2640.wav,evn
1919,1919,2642,aŋiwəmōwətarəbiminənōdārən,ijoʋoːʋɑtalajpienoːt,0.282258064516129,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2642.wav,evn
1920,1920,2643,pəktɨrūŋnə mtozowkatpisurudōn,dǃoǃǃaǃi,0.7363737486095661,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2643.wav,evn
1921,1921,2644,əpkīńəsurullə,kiːɲefu,0.4962779156327543,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2644.wav,evn
1922,1922,2645,ororwiaŋilla iilla ororwisamńīnduk,ɻojjeŋʋaipinulʋaoɻɻjaɬamginpogo,0.3510436432637571,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2645.wav,evn
1923,1923,2646,tariləgunili m,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2646.wav,evn
1924,1924,2647,ojəktɨnhuktɨllətolko,inǃuʈ,0.7580645161290323,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2647.wav,evn
1925,1925,2648,əktɨnəktɨnhuktɨlləatonuŋannuŋarwatɨnasasčan,ekːenoʈːinukːinʋat̪n̪oːnn̪oːɾʋat̪attasten,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2648.wav,evn
1926,1926,2649,orortožəsāpkīlnuŋanman,ɻt̪oːʈaǃt̪ːiu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2649.wav,evn
1927,1927,2650,tožəonməlmədəpkīlmēγarďiwər,ʋot̪oǃiule,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2650.wav,evn
1928,1928,2651,iličillə wektadūmindūokolo,d͡ʒuːaʋet̪ːadummin,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2651.wav,evn
1929,1929,2652,mindūďaγadūwora wek,nd͡ʑoǃduǃɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/2652.wav,evn
